Plant_ID,Common_Name,Scientific_Name,Family,Kingdom,Division,Class,Order,Plant_Type,Life_Span,Leaf_Type,Leaf_Arrangement,Leaf_Shape,Stem_Type,Stem_Texture,Flower_Color,Flower_Type,Flowering_Season,Fruit_Type,Fruit_Color,Root_Type,Habitat,Native_Region_India,Medicinal_Uses,Culinary_Uses,Industrial_Uses,Fragrance,Toxicity_Level
452,Trapusa,Cucumis sativus,Cucurbitaceae,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Climber,Annual,Simple,Alternate,Heart-shaped,Soft,Rough,Yellow,Solitary,Summer,Pepo,Green,Taproot,Gardens,India,Diuretic,Vegetable/Salad,None,None,None
453,Ervuaru,Cucumis melo,Cucurbitaceae,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Climber,Annual,Simple,Alternate,Lobbed,Soft,Hairy,Yellow,Solitary,Summer,Pepo,Yellow/Green,Taproot,Gardens,India,Cooling,Fruit,None,Sweet,None
454,Kalinga,Citrullus lanatus,Cucurbitaceae,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Climber,Annual,Simple,Alternate,Pinnatifid,Soft,Hairy,Yellow,Solitary,Summer,Pepo,Green,Taproot,Arid regions,India,Hydration,Fruit,None,None,None
455,Tumbini,Lagenaria siceraria,Cucurbitaceae,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Climber,Annual,Simple,Alternate,Heart-shaped,Soft,Hairy,White,Solitary,Summer,Pepo,Green,Taproot,Gardens,India,Cooling,Vegetable,Utensils,None,None
456,Chichinda,Trichosanthes anguina,Cucurbitaceae,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Climber,Annual,Simple,Alternate,Lobbed,Soft,Hairy,White,Fringed,Monsoon,Berry,Green-White,Taproot,Gardens,India,Digestion,Vegetable,None,Strong,None
457,Patola,Trichosanthes dioica,Cucurbitaceae,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Climber,Perennial,Simple,Alternate,Ovate,Soft,Rough,White,Fringed,Summer,Berry,Green-Orange,Taproot,Gardens,India,Liver/Fever,Vegetable,None,None,None
458,Karavellaka,Momordica charantia,Cucurbitaceae,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Climber,Annual,Simple,Alternate,Palmate,Soft,Hairy,Yellow,Solitary,Summer,Berry,Orange,Taproot,Gardens,India,Diabetes,Vegetable,None,None,None
459,Kartavellaka,Momordica dioica,Cucurbitaceae,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Climber,Perennial,Simple,Alternate,Ovate,Soft,Smooth,Yellow,Solitary,Monsoon,Berry,Green/Yellow,Tuberous,Forests,India,Fever,Vegetable,None,None,None
460,Rajakoshataki,Luffa cylindrica,Cucurbitaceae,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Climber,Annual,Simple,Alternate,Palmate,Soft,Rough,Yellow,Raceme,Summer,Pepo,Green,Taproot,Gardens,India,Skin,Vegetable,Natural sponge,None,None
461,Dhamargava,Luffa acutangula,Cucurbitaceae,Plantae,Magnoliophyta,Magnoliopsida,Cucurbitales,Climber,Annual,Simple,Alternate,Palmate,Soft,Rough,Yellow,Raceme,Summer,Pepo,Green,Taproot,Gardens,India,Digestion,Vegetable,Fiber sponge,None,None
462,Pichumarda,Azadirachta indica,Meliaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Compound,Alternate,Lanceolate,Woody,Rough,White,Axillary,March-May,Drupe,Yellow,Taproot,Plains,India,Antiseptic,Leaves,Pesticide,Pungent,None
463,Arishta,Sapindus trifoliatus,Sapindaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Compound,Alternate,Lanceolate,Woody,Smooth,White,Panicle,Winter,Drupe,Brown,Taproot,South India,Karnataka,Skin,None,Soap,None,None
464,Gunja,Abrus precatorius,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Climber,Perennial,Pinnate,Alternate,Oblong,Woody base,Smooth,Pink/Purple,Raceme,Winter,Pod,Red/Black seeds,Taproot,Wasteland,India,Skin,None,Weighting,None,Seeds Toxic
465,Bhallataka,Semecarpus anacardium,Anacardiaceae,Plantae,Magnoliophyta,Magnoliopsida,Sapindales,Tree,Perennial,Simple,Alternate,Obovate,Woody,Rough,Green-White,Panicle,Summer,Drupe,Black,Taproot,Deciduous,India,Joint pain,None,Ink,None,Sap Corrosive
466,Vatsanabha,Aconitum ferox,Ranunculaceae,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Herb,Perennial,Simple,Alternate,Palmate,Green,Smooth,Blue,Raceme,Summer,Follicle,Brown,Tuberous,Himalayas,India,Fever/Pain,None,None,None,Highly Toxic
467,Ahiphena,Papaver somniferum,Papaveraceae,Plantae,Magnoliophyta,Magnoliopsida,Ranunculales,Herb,Annual,Simple,Alternate,Lobbed,Green,Smooth,White/Purple,Solitary,Spring,Capsule,Grey,Taproot,Gardens,India,Pain relief,Seeds eaten,Latex,None,Toxic
468,Bhanga,Cannabis sativa,Cannabaceae,Plantae,Magnoliophyta,Magnoliopsida,Rosales,Herb,Annual,Palmate,Opposite,Lanceolate,Green,Rough,Green,Cyme,Summer,Achene,Brown,Taproot,Wasteland,India,Pain/Sleep,None,Fiber,Strong,Narcotic
469,Langali,Gloriosa superba,Colchicaceae,Plantae,Magnoliophyta,Liliopsida,Liliales,Climber,Perennial,Simple,Alternate,Lanceolate,Soft,Smooth,Red/Yellow,Solitary,Monsoon,Capsule,Green,Rhizome,Western Ghats,India,Joint pain,None,Ornamental,None,Highly Toxic
470,Sarpagandha,Rauvolfia serpentina,Apocynaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Shrub,Perennial,Simple,Whorled,Lanceolate,Green,Smooth,White-Pink,Cyme,Year-round,Drupe,Black,Taproot,Western Ghats,India,Hypertension,None,None,None,Medium
471,Champaka,Magnolia champaca,Magnoliaceae,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Tree,Perennial,Simple,Alternate,Lanceolate,Woody,Smooth,Yellow-Orange,Solitary,June-Sept,Follicle,Brown,Taproot,Western Ghats,South India,Fever,None,Perfumery,Very Strong,None
472,Ashoka Tree,Saraca asoca,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Pinnate,Alternate,Oblong,Woody,Smooth,Orange-Red,Corymb,Feb-April,Pod,Black,Taproot,Western Ghats,India,Uterine tonic,None,Sacred,Strong,None
473,Bakul,Mimusops elengi,Sapotaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Rough,White,Solitary,March-July,Berry,Orange,Taproot,Coastal,India,Dental care,Fruit,Perfumery,Very Strong,None
474,Punnaga,Calophyllum inophyllum,Calophyllaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Tree,Perennial,Simple,Opposite,Elliptic,Woody,Smooth,White,Racemes,Year-round,Drupe,Green-Yellow,Taproot,Coastal,India,Skin/Ulcers,None,Biodiesel,Sweet,None
475,Kunda,Jasminum multiflorum,Oleaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Shrub,Perennial,Simple,Opposite,Ovate,Woody base,Pubescent,White,Cyme,Winter,Berry,Black,Taproot,Throughout,India,Skin,None,Ornamental,Faint,None
476,Mallika,Jasminum sambac,Oleaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Shrub,Perennial,Simple,Opposite,Ovate,Woody,Smooth,White,Cyme,Summer,Berry,Black,Taproot,Throughout,India,Wounds,Tea,Perfumery,Very Strong,None
477,Yuthika,Jasminum auriculatum,Oleaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Shrub,Perennial,Simple,Opposite,Ovate,Woody base,Smooth,White,Cyme,Summer,Berry,Black,Taproot,South India,Karnataka,Wounds,None,Perfumery,Strong,None
478,Svarnayuthika,Jasminum humile,Oleaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Shrub,Perennial,Compound,Alternate,Oval,Woody base,Smooth,Yellow,Cyme,Summer,Berry,Black,Taproot,Hills,India,Skin,None,Ornamental,Mild,None
479,Jati,Jasminum officinale,Oleaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Climber,Perennial,Compound,Opposite,Oval,Woody base,Smooth,White,Cyme,Summer,Berry,Black,Taproot,Hills,India,Skin/Oral,None,Perfumery,Very Strong,None
480,Patala,Stereospermum chelonoides,Bignoniaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Tree,Perennial,Pinnate,Opposite,Elliptic,Woody,Rough,Yellow-Purple,Panicle,Summer,Capsule,Grey,Taproot,Western Ghats,India,Fever,None,Timber,Fragrant,None
481,Ketaki,Pandanus odorifer,Pandanaceae,Plantae,Magnoliophyta,Liliopsida,Pandanales,Shrub,Perennial,Simple,Spiralled,Sword-like,Woody/Fibrous,Prickly,White/Green,Spadix,Summer,Syncarp,Orange,Stilt Root,Coastal,India,Cooling,Flavoring,Essence,Very Strong,None
482,Shephalika,Nyctanthes arbor-tristis,Oleaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Tree,Perennial,Simple,Opposite,Ovate,Woody,Rough,White-Orange,Cyme,Aug-Oct,Capsule,Brown,Taproot,Forests,India,Sciatica,None,Dye,Strong,None
483,Malati,Aganosma dichotoma,Apocynaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Climber,Perennial,Simple,Opposite,Ovate,Woody base,Smooth,White,Cyme,Summer,Follicle,Brown,Taproot,Forests,India,Skin,None,Ornamental,Strong,None
484,Kamala,Nelumbo nucifera,Nelumbonaceae,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Aquatic,Perennial,Simple,Basal,Circular,Rhizome,Smooth,Pink/White,Solitary,Summer,Nutlet,Brown,Rhizome,Lakes,India,Coolant,Stems/Seeds,Sacred,Sweet,None
485,Kumuda,Nymphaea pubescens,Nymphaeaceae,Plantae,Magnoliophyta,Magnoliopsida,Nymphaeales,Aquatic,Perennial,Simple,Basal,Heart-shaped,Rhizome,Smooth,White/Red,Solitary,Year-round,Berry,Green,Rhizome,Ponds,India,Coolant,Seeds eaten,None,Mild,None
486,Utpala,Nymphaea nouchali,Nymphaeaceae,Plantae,Magnoliophyta,Magnoliopsida,Nymphaeales,Aquatic,Perennial,Simple,Basal,Circular,Rhizome,Smooth,Blue/Purple,Solitary,Year-round,Berry,Green,Rhizome,Ponds,India,Coolant,None,None,Mild,None
487,Karavira Red,Nerium oleander,Apocynaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Shrub,Perennial,Simple,Whorled,Lanceolate,Woody,Smooth,Red/Pink,Clusters,Year-round,Follicle,Brown,Taproot,Gardens,India,None,None,Ornamental,None,Highly Toxic
488,Karavira White,Nerium oleander,Apocynaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Shrub,Perennial,Simple,Whorled,Lanceolate,Woody,Smooth,White,Clusters,Year-round,Follicle,Brown,Taproot,Gardens,India,None,None,Ornamental,None,Highly Toxic
489,Japa,Hibiscus rosa-sinensis,Malvaceae,Plantae,Magnoliophyta,Magnoliopsida,Malvales,Shrub,Perennial,Simple,Alternate,Ovate,Woody,Smooth,Red,Solitary,Year-round,Capsule,Brown,Taproot,Gardens,India,Hair growth,Tea,Dye,None,None
490,Suryamukhi,Helianthus annuus,Asteraceae,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Herb,Annual,Simple,Alternate,Cordate,Green,Rough,Yellow,Head,Summer,Achene,Black/White,Taproot,Farms,India,Skin,Oil/Seeds,None,None,None
491,Genda,Tagetes erecta,Asteraceae,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Herb,Annual,Compound,Opposite,Lanceolate,Green,Smooth,Orange/Yellow,Head,Year-round,Achene,Black,Taproot,Gardens,India,Skin,None,Dye/Sacred,Strong,None
492,Raktapushpa,Delonix regia,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Bipinnate,Alternate,Oval,Woody,Smooth,Red-Orange,Corymb,Summer,Pod,Black,Taproot,Roadsides,India,None,None,Ornamental,None,None
493,Karnikara,Cassia fistula,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Compound,Alternate,Ovate,Woody,Smooth,Yellow,Pendulous,March-May,Pod,Dark Brown,Taproot,Deciduous,India,Laxative,None,Tanning,Mild,None
494,Mandara,Erythrina variegata,Fabaceae,Plantae,Magnoliophyta,Magnoliopsida,Fabales,Tree,Perennial,Trifoliate,Alternate,Rhomboid,Thorny,Smooth,Bright Red,Raceme,Feb-April,Pod,Black,Taproot,Coastal,India,Skin/Worms,None,Ornamental,None,None
495,Parijata,Nyctanthes arbor-tristis,Oleaceae,Plantae,Magnoliophyta,Magnoliopsida,Lamiales,Tree,Perennial,Simple,Opposite,Ovate,Woody,Rough,White-Orange,Cyme,Aug-Oct,Capsule,Brown,Taproot,Forests,India,Sciatica,None,Dye,Strong,None
496,Bakula Flower,Mimusops elengi,Sapotaceae,Plantae,Magnoliophyta,Magnoliopsida,Ericales,Tree,Perennial,Simple,Alternate,Elliptic,Woody,Rough,White,Solitary,March-July,Berry,Orange,Taproot,Coastal,India,Dental care,Fruit,Perfumery,Very Strong,None
497,Champak White,Magnolia champaca,Magnoliaceae,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Tree,Perennial,Simple,Alternate,Lanceolate,Woody,Smooth,Creamy White,Solitary,June-Sept,Follicle,Brown,Taproot,Western Ghats,South India,Fever,None,Perfumery,Very Strong,None
498,Champak Yellow,Magnolia champaca,Magnoliaceae,Plantae,Magnoliophyta,Magnoliopsida,Magnoliales,Tree,Perennial,Simple,Alternate,Lanceolate,Woody,Smooth,Golden Yellow,Solitary,June-Sept,Follicle,Brown,Taproot,Western Ghats,South India,Fever,None,Perfumery,Very Strong,None
499,Nagachampaka,Mesua ferrea,Calophyllaceae,Plantae,Magnoliophyta,Magnoliopsida,Malpighiales,Tree,Perennial,Simple,Opposite,Lanceolate,Woody,Smooth,White,Solitary,Summer,Nut,Brown,Taproot,Western Ghats,India,Skin,None,Timber,Fragrant,None
500,Devaganneru,Plumeria rubra,Apocynaceae,Plantae,Magnoliophyta,Magnoliopsida,Gentianales,Tree,Perennial,Simple,Alternate,Oblong,Succulent,Smooth,White/Yellow,Cyme,Year-round,Follicle,Brown,Taproot,Temples,India,Skin,None,Ornamental,Strongly Sweet,Sap Toxic
